"","FIPS","State","County","2010_Census_Population","Population_Estimate_2011","Population_Estimate_2012","Population_Estimate_2013","Population_Estimate_2014","Population_Estimate_2015","Population_Estimate_2016","Population_Estimate_2017","Population_Estimate_2018"
"1",1001,"AL","Autauga County",54571,55208,54936,54713,54876,54838,55242,55443,55601
"2",1003,"AL","Baldwin County",182265,186540,190143,194886,199189,202995,207712,212619,218022
"3",1005,"AL","Barbour County",27457,27350,27174,26944,26758,26294,25819,25158,24881
"4",1007,"AL","Bibb County",22915,22747,22664,22516,22541,22562,22576,22555,22400
"5",1009,"AL","Blount County",57322,57554,57570,57611,57521,57522,57517,57827,57840
"6",1011,"AL","Bullock County",10914,10677,10607,10551,10665,10400,10381,10176,10138
"7",1013,"AL","Butler County",20947,20878,20687,20374,20343,20176,20029,19898,19680
"8",1015,"AL","Calhoun County",118572,117797,117257,116541,115995,115536,115018,114664,114277
"9",1017,"AL","Chambers County",34215,34030,34104,34143,33980,34007,33771,33758,33615
"10",1019,"AL","Cherokee County",25989,25994,25963,26025,25902,25739,25776,25815,26032
"11",1021,"AL","Chilton County",43643,43687,43582,43634,43769,43717,43896,44117,44153
"12",1023,"AL","Choctaw County",13859,13607,13561,13396,13317,13233,13049,12935,12841
"13",1025,"AL","Clarke County",25833,25582,25154,25122,24865,24703,24349,24097,23920
"14",1027,"AL","Clay County",13932,13686,13432,13404,13440,13413,13393,13367,13275
"15",1029,"AL","Cleburne County",14972,14928,14889,14976,15025,14917,14853,14906,14987
"16",1031,"AL","Coffee County",49948,50435,51136,50677,50655,50952,51145,51777,51909
"17",1033,"AL","Colbert County",54428,54535,54572,54533,54468,54370,54367,54509,54762
"18",1035,"AL","Conecuh County",13228,13192,13044,12911,12679,12680,12501,12435,12277
"19",1037,"AL","Coosa County",11539,11487,11347,11256,11038,10938,10826,10757,10715
"20",1039,"AL","Covington County",37765,38019,37804,37812,37756,37551,37382,37078,36986
"21",1041,"AL","Crenshaw County",13906,13899,13921,13854,13859,13857,13922,13861,13824
"22",1043,"AL","Cullman County",80406,80401,80273,80688,81067,81764,82456,82836,83442
"23",1045,"AL","Dale County",50251,50112,50284,49772,49417,49349,49301,49254,48956
"24",1047,"AL","Dallas County",43820,43256,42795,41983,41562,40948,40092,39235,38310
"25",1049,"AL","DeKalb County",71109,71352,70937,70911,70999,71112,71101,71404,71385
"26",1051,"AL","Elmore County",79303,80009,80216,80569,80568,80924,81263,81416,81887
"27",1053,"AL","Escambia County",38319,38201,38023,37763,37738,37665,37488,36999,36748
"28",1055,"AL","Etowah County",104430,104358,104273,103883,103407,103003,102849,102937,102501
"29",1057,"AL","Fayette County",17241,17047,16941,16819,16768,16693,16555,16474,16433
"30",1059,"AL","Franklin County",31704,31771,31689,31552,31561,31541,31654,31590,31363
"31",1061,"AL","Geneva County",26790,26759,26927,26682,26597,26636,26498,26410,26314
"32",1063,"AL","Greene County",9045,8905,8850,8749,8585,8509,8483,8318,8233
"33",1065,"AL","Hale County",15760,15358,15360,15247,15047,15018,14835,14809,14726
"34",1067,"AL","Henry County",17302,17377,17156,17132,17082,17106,17083,17140,17209
"35",1069,"AL","Houston County",101547,102470,103365,103638,104156,104268,104239,104373,104722
"36",1071,"AL","Jackson County",53227,53209,53077,52958,52562,52218,52048,51907,51736
"37",1073,"AL","Jefferson County",658466,657973,657967,659196,659918,660370,660326,659546,659300
"38",1075,"AL","Lamar County",14564,14287,14245,14210,14067,13925,13927,13902,13844
"39",1077,"AL","Lauderdale County",92709,92606,92664,92706,93013,92477,92457,92591,92387
"40",1079,"AL","Lawrence County",34339,34049,33807,33577,33448,33138,33233,33077,32957
"41",1081,"AL","Lee County",140247,144130,148581,151831,154545,157009,159297,161641,163941
"42",1083,"AL","Limestone County",82782,85542,87313,88910,90596,91571,92841,94076,96174
"43",1085,"AL","Lowndes County",11299,11139,10853,10665,10498,10353,10253,10104,9974
"44",1087,"AL","Macon County",21452,21281,20611,20026,19648,19306,19064,18811,18439
"45",1089,"AL","Madison County",334811,339527,342713,346633,349807,352989,356821,361665,366519
"46",1091,"AL","Marengo County",21027,20651,20367,20114,19980,19760,19516,19366,19066
"47",1093,"AL","Marion County",30776,30651,30487,30228,30202,30123,29964,29771,29763
"48",1095,"AL","Marshall County",93019,93892,94268,94370,94277,94606,95123,95609,96109
"49",1097,"AL","Mobile County",412992,413242,413922,414210,414590,414935,415499,414515,413757
"50",1099,"AL","Monroe County",23068,22796,22582,22171,21927,21717,21545,21302,21067
"51",1101,"AL","Montgomery County",229363,229168,228861,228173,227546,227244,227072,227079,225763
"52",1103,"AL","Morgan County",119490,120013,120092,119574,119458,119281,118970,118811,119089
"53",1105,"AL","Perry County",10591,10455,10171,10005,9804,9638,9528,9319,9140
"54",1107,"AL","Pickens County",19746,19354,19312,19305,20283,20776,20309,20182,19938
"55",1109,"AL","Pike County",32899,33017,33210,33713,33197,33522,33521,33435,33338
"56",1111,"AL","Randolph County",22913,22743,22534,22548,22355,22598,22508,22683,22725
"57",1113,"AL","Russell County",52947,54831,57482,59133,59211,58837,58208,57028,57781
"58",1115,"AL","St. Clair County",83593,83963,84748,85805,85995,86546,87323,87976,88690
"59",1117,"AL","Shelby County",195085,197992,200964,204108,206356,209084,211430,213729,215707
"60",1119,"AL","Sumter County",13763,13491,13441,13396,13275,13206,12974,12780,12691
"61",1121,"AL","Talladega County",82291,81777,82078,81513,81450,81055,80468,80022,79828
"62",1123,"AL","Tallapoosa County",41616,41397,41044,41028,40887,40611,40570,40613,40497
"63",1125,"AL","Tuscaloosa County",194656,196719,198794,201084,203097,204736,206614,207709,208911
"64",1127,"AL","Walker County",67023,66577,66096,65768,65336,64933,64548,63935,63711
"65",1129,"AL","Washington County",17581,17354,17146,16897,16868,16828,16610,16532,16378
"66",1131,"AL","Wilcox County",11670,11442,11308,11152,10953,10903,10851,10712,10627
"67",1133,"AL","Winston County",24484,24358,24190,24186,24137,23929,23906,23745,23660
"68",2013," AK","Aleutians East Borough",3141,3260,3295,3345,3348,3381,3388,3495,3515
"69",2016," AK","Aleutians West Census Area",5561,5581,5675,5777,5822,5781,5698,5726,5723
"70",2020," AK","Anchorage Municipality",291826,296154,298233,301155,299927,297613,297216,294264,291538
"71",2050," AK","Bethel Census Area",17013,17415,17654,17847,17933,17955,18019,18079,18216
"72",2060," AK","Bristol Bay Borough",997,1030,980,952,949,905,903,870,877
"73",2068," AK","Denali Borough",1826,1872,1908,1942,1915,1927,2039,2066,2059
"74",2070," AK","Dillingham Census Area",4847,4948,4951,4979,4983,4987,4970,4935,5000
"75",2090," AK","Fairbanks North Star Borough",97581,98104,100305,100928,99256,99630,100683,99725,98971
"76",2100," AK","Haines Borough",2508,2573,2577,2558,2555,2516,2527,2518,2474
"77",2105," AK","Hoonah-Angoon Census Area",2150,2090,2120,2121,2103,2137,2128,2139,2151
"78",2110," AK","Juneau City and Borough",31275,32152,32378,32587,32476,32601,32400,32061,32113
"79",2122," AK","Kenai Peninsula Borough",55400,56302,56906,57015,57565,58029,58452,58522,58533
"80",2130," AK","Ketchikan Gateway Borough",13477,13665,13723,13716,13801,13706,13714,13882,13918
"81",2150," AK","Kodiak Island Borough",13592,13806,14038,14089,13904,13766,13710,13519,13345
"82",2158," AK","Kusilvak Census Area",7459,7648,7791,7972,8098,8187,8174,8230,8303
"83",2164," AK","Lake and Peninsula Borough",1631,1648,1647,1665,1645,1592,1598,1607,1587
"84",2170," AK","Matanuska-Susitna Borough",88995,91716,93670,95877,98104,101068,104157,106383,107610
"85",2180," AK","Nome Census Area",9492,9775,9819,9845,9803,9885,9961,9968,10008
"86",2185," AK","North Slope Borough",9430,9550,9692,9786,9769,9795,9718,9831,9872
"87",2188," AK","Northwest Arctic Borough",7523,7705,7707,7725,7771,7771,7689,7767,7671
"88",2195," AK","Petersburg Borough",3815,3254,3278,3293,3265,3259,3270,3259,3221
"89",2198," AK","Prince of Wales-Hyder Census Area",5559,6374,6421,6443,6460,6505,6516,6469,6422
"90",2220," AK","Sitka City and Borough",8881,8886,9019,8973,8839,8778,8738,8686,8647
"91",2230," AK","Skagway Municipality",968,962,999,1025,1053,1087,1132,1162,1148
"92",2240," AK","Southeast Fairbanks Census Area",7029,7148,7170,6984,6922,6804,6849,6885,6918
"93",2261," AK","Valdez-Cordova Census Area",9636,9738,9730,9776,9475,9322,9318,9224,9164
"94",2275," AK","Wrangell City and Borough",2369,2395,2425,2455,2447,2459,2501,2511,2503
"95",2282," AK","Yakutat City and Borough",662,656,664,651,655,635,613,607,604
"96",2290," AK","Yukon-Koyukuk Census Area",5588,5631,5624,5564,5464,5466,5423,5396,5327
"97",4001," AZ","Apache County",71518,72186,72238,72341,71820,71022,71403,71545,71818
"98",4003," AZ","Cochise County",131346,133111,132026,129608,127352,126502,125782,124990,126770
"99",4005," AZ","Coconino County",134421,134269,136152,136713,137583,139024,140515,141107,142854
"100",4007," AZ","Gila County",53597,53444,53003,53022,53070,53006,53404,53629,53889
"101",4009," AZ","Graham County",37220,37134,37024,37454,38124,37873,37823,37501,38072
"102",4011," AZ","Greenlee County",8437,8577,8756,8908,9341,9575,9651,9468,9483
"103",4012," AZ","La Paz County",20489,20608,20530,20532,20529,20483,20661,20735,21098
"104",4013," AZ","Maricopa County",3817117,3875065,3948225,4019019,4095508,4175049,4258603,4329580,4410824
"105",4015," AZ","Mohave County",200186,202801,203356,203158,203474,204661,205521,207114,209550
"106",4017," AZ","Navajo County",107449,107545,107314,107145,107724,107688,108523,109144,110445
"107",4019," AZ","Pima County",980263,988407,993215,997437,1004675,1009737,1017624,1027502,1039073
"108",4021," AZ","Pinal County",375770,378760,382828,385656,395915,406073,417363,432114,447138
"109",4023," AZ","Santa Cruz County",47420,47684,47396,46991,46703,46602,46468,46636,46511
"110",4025," AZ","Yavapai County",211033,211023,211977,214426,217739,220845,224591,228055,231993
"111",4027," AZ","Yuma County",195751,202883,202589,202589,204283,205456,207520,209756,212128
"112",5001," AR","Arkansas County",19019,18872,18962,18754,18476,18325,18145,17904,17769
"113",5003," AR","Ashley County",21853,21671,21516,21278,20959,20838,20525,20319,20046
"114",5005," AR","Baxter County",41513,41347,41082,40984,40884,41136,41139,41316,41619
"115",5007," AR","Benton County",221339,229154,234949,239485,244882,251673,259234,266504,272608
"116",5009," AR","Boone County",36903,37070,37317,37312,37102,37112,37260,37486,37480
"117",5011," AR","Bradley County",11508,11437,11273,11129,11016,11007,10967,10853,10897
"118",5013," AR","Calhoun County",5368,5243,5278,5193,5168,5201,5142,5224,5277
"119",5015," AR","Carroll County",27446,27462,27621,27792,27735,27775,27753,27947,28223
"120",5017," AR","Chicot County",11800,11704,11501,11360,11202,10960,10892,10639,10438
"121",5019," AR","Clark County",22995,22927,22759,22588,22565,22517,22600,22180,22061
"122",5021," AR","Clay County",16083,15874,15708,15482,15297,15200,15051,14910,14847
"123",5023," AR","Cleburne County",25970,25890,25776,25641,25605,25361,25174,25046,24965
"124",5025," AR","Cleveland County",8689,8673,8608,8515,8398,8284,8249,8181,8018
"125",5027," AR","Columbia County",24552,24703,24407,24282,24046,24126,24049,23700,23537
"126",5029," AR","Conway County",21273,21127,21139,21085,20991,20930,20871,20848,20891
"127",5031," AR","Craighead County",96443,98392,99986,101644,102661,104419,105830,107037,108558
"128",5033," AR","Crawford County",61948,61807,61923,61679,61817,61910,62309,62917,63406
"129",5035," AR","Crittenden County",50902,50511,50075,49747,49577,49071,49345,48730,48342
"130",5037," AR","Cross County",17870,17808,17704,17523,17183,17254,17024,16852,16676
"131",5039," AR","Dallas County",8116,8053,7951,7892,7692,7531,7402,7354,7182
"132",5041," AR","Desha County",13008,12729,12588,12500,12270,12022,11899,11732,11512
"133",5043," AR","Drew County",18509,18732,18786,18683,18640,18617,18552,18373,18328
"134",5045," AR","Faulkner County",113237,116270,118523,119184,120567,121209,122100,123397,124806
"135",5047," AR","Franklin County",18125,18001,17952,17907,17820,17755,17669,17844,17810
"136",5049," AR","Fulton County",12245,12239,12170,12171,12083,12137,12096,12112,12269
"137",5051," AR","Garland County",96024,96852,96989,97653,97754,97816,98311,98444,99154
"138",5053," AR","Grant County",17853,17945,18036,18044,18073,18014,18059,18096,18188
"139",5055," AR","Greene County",42090,42757,43226,43160,43787,44298,44730,44977,45325
"140",5057," AR","Hempstead County",22609,22486,22344,22427,22338,22094,22036,21881,21741
"141",5059," AR","Hot Spring County",32923,33136,33497,33516,33400,33480,33419,33600,33701
"142",5061," AR","Howard County",13789,13820,13681,13557,13510,13353,13366,13377,13341
"143",5063," AR","Independence County",36647,36881,36951,36883,37079,37034,37118,37409,37678
"144",5065," AR","Izard County",13696,13569,13537,13406,13553,13483,13486,13680,13593
"145",5067," AR","Jackson County",17997,17887,17682,17733,17595,17371,17290,17057,16811
"146",5069," AR","Jefferson County",77435,76032,74642,73202,72469,71868,70400,69269,68114
"147",5071," AR","Johnson County",25540,25668,25909,25930,25971,26103,26150,26489,26742
"148",5073," AR","Lafayette County",7645,7535,7450,7285,7164,7015,6893,6822,6682
"149",5075," AR","Lawrence County",17415,17280,17040,17055,16971,16702,16649,16590,16434
"150",5077," AR","Lee County",10424,10293,10185,10013,9843,9676,9340,9147,8985
"151",5079," AR","Lincoln County",14134,14339,14181,14062,14030,13866,13724,13473,13383
"152",5081," AR","Little River County",13171,12943,12916,12739,12524,12421,12421,12393,12326
"153",5083," AR","Logan County",22353,22240,21924,22026,21859,21713,21725,21753,21737
"154",5085," AR","Lonoke County",68356,69497,70079,70715,71338,71336,71819,72878,73657
"155",5087," AR","Madison County",15717,15660,15596,15680,15733,15707,16112,16349,16481
"156",5089," AR","Marion County",16653,16672,16622,16443,16420,16211,16378,16460,16722
"157",5091," AR","Miller County",43462,43757,43660,43461,43566,43912,43842,43884,43592
"158",5093," AR","Mississippi County",46480,46024,45550,44697,44250,43715,42879,42073,41239
"159",5095," AR","Monroe County",8149,8098,7853,7690,7635,7453,7203,7052,6900
"160",5097," AR","Montgomery County",9487,9397,9337,9250,9158,9029,8949,8907,8924
"161",5099," AR","Nevada County",8997,9008,8910,8777,8651,8513,8380,8328,8326
"162",5101," AR","Newton County",8330,8262,8062,8054,7879,7858,7860,7837,7805
"163",5103," AR","Ouachita County",26120,25737,25401,24952,24763,24321,24015,23824,23606
"164",5105," AR","Perry County",10445,10377,10321,10328,10353,10298,10274,10335,10352
"165",5107," AR","Phillips County",21757,21407,20740,20443,19960,19557,19062,18564,18029
"166",5109," AR","Pike County",11291,11239,11252,11119,10987,10835,10825,10721,10673
"167",5111," AR","Poinsett County",24583,24445,24296,24185,24152,24016,24007,24121,23974
"168",5113," AR","Polk County",20662,20558,20420,20349,20255,20196,20151,20162,20049
"169",5115," AR","Pope County",61754,62676,62621,62583,63111,63577,63876,63655,64000
"170",5117," AR","Prairie County",8715,8597,8481,8374,8345,8297,8252,8250,8074
"171",5119," AR","Pulaski County",382748,386982,389257,391544,392990,393643,394386,393616,392680
"172",5121," AR","Randolph County",17969,17971,17839,17626,17568,17427,17427,17645,17948
"173",5123," AR","St. Francis County",28258,27989,27993,27510,27096,26654,26344,25938,25439
"174",5125," AR","Saline County",107118,109541,111430,113339,114861,116397,117695,119669,121421
"175",5127," AR","Scott County",11233,11238,11009,10911,10665,10540,10313,10374,10319
"176",5129," AR","Searcy County",8195,8071,7999,7985,7917,7831,7964,7947,7958
"177",5131," AR","Sebastian County",125744,127027,127597,127211,126784,127428,127477,127865,127753
"178",5133," AR","Sevier County",17058,17217,17190,17370,17429,17272,16980,17146,17139
"179",5135," AR","Sharp County",17264,17271,17035,17045,16822,16811,17014,17200,17366
"180",5137," AR","Stone County",12394,12499,12541,12423,12379,12380,12498,12517,12457
"181",5139," AR","Union County",41639,41398,40862,40606,40140,40093,39883,39420,39126
"182",5141," AR","Van Buren County",17295,17189,17136,16960,16880,16773,16629,16533,16603
"183",5143," AR","Washington County",203065,208038,211751,216011,219976,224491,228438,232780,236961
"184",5145," AR","White County",77076,78065,78629,78553,78459,78925,78967,78941,78727
"185",5147," AR","Woodruff County",7260,7176,7066,7031,6874,6721,6616,6600,6490
"186",5149," AR","Yell County",22185,21965,21830,21823,21774,21513,21501,21544,21535
"187",6001," CA","Alameda County",1510271,1530998,1554138,1580247,1608674,1634634,1650306,1658131,1666753
"188",6003," CA","Alpine County",1175,1093,1110,1127,1082,1087,1057,1121,1101
"189",6005," CA","Amador County",38091,37538,37101,36625,36738,37037,37438,38551,39383
"190",6007," CA","Butte County",220000,219952,220873,221664,223570,224812,226529,229207,231256
"191",6009," CA","Calaveras County",45578,45160,44821,44660,44673,44957,45303,45642,45602
"192",6011," CA","Colusa County",21419,21327,21294,21265,21198,21269,21553,21675,21627
"193",6013," CA","Contra Costa County",1049025,1065452,1077731,1093758,1109358,1124606,1137194,1144863,1150215
"194",6015," CA","Del Norte County",28610,28442,28189,27817,27198,27246,27422,27428,27828
"195",6017," CA","El Dorado County",181058,180918,180578,181497,183161,184660,186082,188722,190678
"196",6019," CA","Fresno County",930450,939479,945349,952029,961311,970442,977956,986542,994400
"197",6021," CA","Glenn County",28122,28144,27860,27826,27857,27776,27851,27956,28047
"198",6023," CA","Humboldt County",134623,135215,134560,134407,134514,135114,136314,136527,136373
"199",6025," CA","Imperial County",174528,175813,176678,176605,178233,179179,180268,181574,181827
"200",6027," CA","Inyo County",18546,18393,18353,18360,18320,18174,17996,17948,17987
"201",6029," CA","Kern County",839631,848140,853963,862557,869957,877197,882361,888988,896764
"202",6031," CA","Kings County",152982,151886,151026,150416,149603,150199,149509,149696,151366
"203",6033," CA","Lake County",64665,64247,63963,63809,64058,64254,63884,64162,64382
"204",6035," CA","Lassen County",34895,34238,33624,32126,31710,31383,30906,31123,30802
"205",6037," CA","Los Angeles County",9818605,9876727,9938436,9998105,10048408,10097037,10120540,10118759,10105518
"206",6039," CA","Madera County",150865,151702,151594,151470,153590,153739,154160,155904,157672
"207",6041," CA","Marin County",252409,255363,256072,258453,260435,261016,260633,259725,259666
"208",6043," CA","Mariposa County",18251,18168,17880,17808,17713,17622,17455,17437,17471
"209",6045," CA","Mendocino County",87841,87334,87304,87077,87257,87168,87382,87697,87606
"210",6047," CA","Merced County",255793,259333,260971,262198,264649,266651,267971,271340,274765
"211",6049," CA","Modoc County",9686,9512,9355,9149,9080,9048,8935,8848,8777
"212",6051," CA","Mono County",14202,14423,14334,14074,14142,14043,14202,14235,14250
"213",6053," CA","Monterey County",415057,420542,425000,427054,428980,431241,434767,435477,435594
"214",6055," CA","Napa County",136484,137750,138625,139706,140567,141096,141185,140386,139417
"215",6057," CA","Nevada County",98764,98697,98140,97952,98589,98709,98964,99503,99696
"216",6059," CA","Orange County",3010232,3050867,3080419,3108009,3130322,3153962,3170707,3179950,3185968
"217",6061," CA","Placer County",348432,356312,360277,365445,369326,373058,379288,385565,393149
"218",6063," CA","Plumas County",20007,19715,19374,18895,18662,18516,18772,18740,18804
"219",6065," CA","Riverside County",2189641,2234301,2261967,2288043,2317955,2347921,2382570,2417224,2450758
"220",6067," CA","Sacramento County",1418788,1433739,1445078,1457750,1475618,1494294,1511510,1527718,1540975
"221",6069," CA","San Benito County",55269,55982,56614,57267,57867,58243,59235,60199,61537
"222",6071," CA","San Bernardino County",2035210,2061040,2074195,2083871,2100776,2117311,2134174,2153203,2171603
"223",6073," CA","San Diego County",3095313,3137372,3175201,3211248,3250993,3284061,3310280,3325468,3343364
"224",6075," CA","San Francisco County",805235,815677,829027,839841,851116,863836,872795,879166,883305
"225",6077," CA","San Joaquin County",685306,694388,699782,702387,711771,721929,732185,742516,752660
"226",6079," CA","San Luis Obispo County",269637,271050,274184,275751,278296,280171,281958,282838,284010
"227",6081," CA","San Mateo County",718451,728404,739427,749013,757670,765447,768204,768808,769545
"228",6083," CA","Santa Barbara County",423895,425481,429825,434823,439358,442522,444675,445606,446527
"229",6085," CA","Santa Clara County",1781642,1812166,1838370,1867302,1892984,1917481,1929581,1933383,1937570
"230",6087," CA","Santa Cruz County",262382,264882,266416,268940,271035,273730,274702,275105,274255
"231",6089," CA","Shasta County",177223,177572,177868,178401,178905,178361,178581,179539,180040
"232",6091," CA","Sierra County",3240,3099,3067,3029,2980,2996,2957,3009,2987
"233",6093," CA","Siskiyou County",44900,44610,44073,43532,43379,43336,43479,43784,43724
"234",6095," CA","Solano County",413344,416305,419699,423749,429155,433708,439300,443877,446610
"235",6097," CA","Sonoma County",483878,487423,490071,494243,498803,501346,503249,503246,499942
"236",6099," CA","Stanislaus County",514453,517614,520594,523722,528346,533534,539542,545267,549815
"237",6101," CA","Sutter County",94737,94485,94210,94545,94830,95388,95898,96438,96807
"238",6103," CA","Tehama County",63463,63336,63227,62898,62788,63090,63352,63718,63916
"239",6105," CA","Trinity County",13786,13681,13486,13427,13123,13094,12830,12726,12535
"240",6107," CA","Tulare County",442179,446864,449975,452769,455602,457803,460023,463097,465861
"241",6109," CA","Tuolumne County",55365,54825,54218,54000,53828,53550,53704,54039,54539
"242",6111," CA","Ventura County",823318,830196,833801,838601,842946,846922,848921,850802,850967
"243",6113," CA","Yolo County",200849,201959,204623,206368,208518,212053,215530,218376,220408
"244",6115," CA","Yuba County",72155,72492,72792,73114,73562,74083,75002,76775,78041
"245",8001," CO","Adams County",441603,452203,460648,470145,480263,490768,498249,504428,511868
"246",8003," CO","Alamosa County",15445,16122,16095,16203,16220,16314,16461,16543,16683
"247",8005," CO","Arapahoe County",572003,585844,596343,608209,618798,630637,638571,644132,651215
"248",8007," CO","Archuleta County",12084,12022,12133,12218,12233,12393,12832,13317,13765
"249",8009," CO","Baca County",3788,3777,3722,3656,3587,3553,3528,3563,3585
"250",8011," CO","Bent County",6499,6339,5827,5746,5784,5879,5645,5857,5882
"251",8013," CO","Boulder County",294567,300897,305565,310247,313298,319175,322527,324073,326078
"252",8014," CO","Broomfield County",55889,57482,58963,60149,61769,64856,66474,68232,69267
"253",8015," CO","Chaffee County",17809,18030,18153,18358,18453,18600,19089,19651,20027
"254",8017," CO","Cheyenne County",1836,1862,1872,1878,1846,1827,1849,1860,1876
"255",8019," CO","Clear Creek County",9088,9001,9008,9013,9114,9237,9356,9582,9605
"256",8021," CO","Conejos County",8256,8289,8249,8200,8233,8069,8057,8153,8200
"257",8023," CO","Costilla County",3524,3642,3605,3543,3564,3577,3696,3772,3828
"258",8025," CO","Crowley County",5823,5882,5460,5346,5609,5622,5261,5798,5858
"259",8027," CO","Custer County",4255,4228,4222,4265,4344,4438,4593,4873,4954
"260",8029," CO","Delta County",30952,30390,30466,30339,29965,29919,30356,30537,30953
"261",8031," CO","Denver County",600158,620513,635277,649513,664870,683665,696618,705439,716492
"262",8033," CO","Dolores County",2064,2044,2009,2033,1977,1981,2056,2053,2074
"263",8035," CO","Douglas County",285465,292513,298698,306232,314574,321964,328088,335668,342776
"264",8037," CO","Eagle County",52197,52072,52366,52857,53323,53896,54579,54992,54993
"265",8039," CO","Elbert County",23086,23176,23273,23541,24033,24621,25138,25735,26282
"266",8041," CO","El Paso County",622263,637120,645879,655320,663266,674156,688687,700800,713856
"267",8043," CO","Fremont County",46824,47379,47060,46310,46133,46267,46982,47607,48021
"268",8045," CO","Garfield County",56389,56065,56788,56971,57201,57760,58847,59113,59770
"269",8047," CO","Gilpin County",5441,5431,5434,5534,5751,5807,5914,6026,6121
"270",8049," CO","Grand County",14843,14562,14220,14311,14559,14721,15170,15356,15525
"271",8051," CO","Gunnison County",15324,15322,15436,15653,15842,16178,16489,16931,17246
"272",8053," CO","Hinsdale County",843,825,802,804,773,764,788,791,811
"273",8055," CO","Huerfano County",6711,6527,6565,6463,6396,6407,6579,6645,6889
"274",8057," CO","Jackson County",1394,1357,1325,1336,1385,1352,1357,1379,1399
"275",8059," CO","Jefferson County",534543,540755,546764,552254,559085,565223,571779,575817,580233
"276",8061," CO","Kiowa County",1398,1431,1409,1392,1380,1384,1342,1367,1383
"277",8063," CO","Kit Carson County",8270,8170,8074,8247,8020,8215,7625,7152,7163
"278",8065," CO","Lake County",7310,7342,7253,7265,7320,7442,7584,7753,7824
"279",8067," CO","La Plata County",51334,51794,52369,53287,53788,54609,55258,55541,56310
"280",8069," CO","Larimer County",299630,305237,310856,316258,324061,333309,338926,343993,350518
"281",8071," CO","Las Animas County",15507,15041,14980,14390,14044,14043,14076,14231,14503
"282",8073," CO","Lincoln County",5467,5418,5441,5435,5504,5545,5549,5530,5610
"283",8075," CO","Logan County",22709,21869,21661,21469,21748,21771,21733,21665,21528
"284",8077," CO","Mesa County",146723,147285,147437,147313,147312,148227,149838,151406,153207
"285",8079," CO","Mineral County",712,711,719,732,703,744,757,759,776
"286",8081," CO","Moffat County",13795,13421,13169,13124,12934,12938,13143,13095,13188
"287",8083," CO","Montezuma County",25535,25474,25475,25544,25516,25722,25999,26148,26158
"288",8085," CO","Montrose County",41276,40972,40654,40555,40596,40576,41168,41785,42214
"289",8087," CO","Morgan County",28159,28453,28257,28236,28120,28237,28143,28228,28558
"290",8089," CO","Otero County",18831,18867,18660,18481,18367,18210,18212,18403,18432
"291",8091," CO","Ouray County",4436,4423,4506,4552,4574,4607,4788,4809,4833
"292",8093," CO","Park County",16206,16055,16048,16184,16384,16736,17362,17920,18556
"293",8095," CO","Phillips County",4442,4400,4416,4385,4395,4329,4283,4297,4286
"294",8097," CO","Pitkin County",17148,17175,17299,17469,17726,17948,17967,17952,17950
"295",8099," CO","Prowers County",12551,12529,12450,12345,12089,11971,11967,12071,12164
"296",8101," CO","Pueblo County",159063,160248,160810,161145,161480,163111,164877,166426,167529
"297",8103," CO","Rio Blanco County",6666,6782,6808,6747,6625,6503,6469,6394,6336
"298",8105," CO","Rio Grande County",11982,11914,11867,11679,11508,11356,11337,11306,11250
"299",8107," CO","Routt County",23509,23264,23285,23612,24083,24422,24787,25346,25733
"300",8109," CO","Saguache County",6108,6187,6331,6242,6198,6251,6406,6643,6843
"301",8111," CO","San Juan County",699,690,692,691,711,688,689,711,762
"302",8113," CO","San Miguel County",7359,7486,7581,7622,7740,7840,8023,8047,8191
"303",8115," CO","Sedgwick County",2379,2371,2377,2339,2333,2375,2405,2334,2303
"304",8117," CO","Summit County",27994,28046,28307,28738,29330,30126,30676,31004,31007
"305",8119," CO","Teller County",23350,23366,23442,23354,23430,23377,24036,24638,25083
"306",8121," CO","Washington County",4814,4762,4700,4742,4732,4786,4836,4936,4909
"307",8123," CO","Weld County",252825,258783,264058,270126,276037,285033,294965,305274,314305
"308",8125," CO","Yuma County",10043,10134,10103,10135,10182,10050,10080,10015,10020
"309",9001," CT","Fairfield County",916829,927897,935097,939991,944355,945301,944802,943457,943823
"310",9003," CT","Hartford County",894014,896776,897694,897724,897493,896358,894170,892931,892697
"311",9005," CT","Litchfield County",189927,189002,187609,186886,185398,184133,182801,181710,181111
"312",9007," CT","Middlesex County",165676,166176,165441,165156,164597,163555,163152,162855,162682
"313",9009," CT","New Haven County",862477,863827,864589,862889,862996,860292,857991,857794,857620
"314",9011," CT","New London County",274055,273013,274085,272981,271465,269717,268612,267826,266784
"315",9013," CT","Tolland County",152691,153027,151963,151783,151710,151685,151094,150933,150921
"316",9015," CT","Windham County",118428,118305,117917,117505,116769,116468,116052,116374,117027
"317",10001," DE","Kent County",162310,165097,167288,169029,171458,173129,174528,176445,178550
"318",10003," DE","New Castle County",538479,541866,544861,548383,550851,553658,555403,556419,559335
"319",10005," DE","Sussex County",197145,200353,203039,206226,210287,214626,219285,224214,229286
"320",11001," DC","District of Columbia",601723,619602,634725,650431,662513,675254,686575,695691,702455
"321",12001," FL","Alachua County",247336,249806,251513,252498,255499,259177,264287,266820,269956
"322",12003," FL","Baker County",27115,27043,27047,27001,27118,27351,27872,28230,28355
"323",12005," FL","Bay County",168852,169541,171749,174606,178305,181387,183384,184046,185287
